Repository,Forks,additions,Deletions,Total,Messages 
rpgkeeper,4,43,226,269,Converted the notebook models over to plain objects.
rpgkeeper,4,5,9,14,More fixes for account model.
rpgkeeper,4,13,13,26,Renamed account model.
rpgkeeper,4,53,90,143,Converted account over to basic object.
rpgkeeper,4,34,8,42,fixed some errors when building.
rpgkeeper,4,2,1,3,Fix images not loading.
rpgkeeper,4,3,3,6,3.1.0-beta.1
rpgkeeper,4,1206,134,1340,Switched to better-sqlite3 from sqlite3.
rpgkeeper,4,198,113,311,"Merge pull request #136 from SkewedAspect/bugfixes

Misc. Bugfixes"
rpgkeeper,4,4,2,6,Fixed more issues
rpgkeeper,4,188,105,293,Fixed several issues with the add/edit modal.
rpgkeeper,4,6,6,12,Fixed docker building.
rpgkeeper,4,14288,10811,25099,"Merge pull request #135 from SkewedAspect/vite

Switched to Vite, converted to TypeScript"
rpgkeeper,4,44,0,44,Some minor package updates.
rpgkeeper,4,386,187,573,finished typescript conversion
rpgkeeper,4,418,229,647,Lots of additional typescript fixes and conversions.
rpgkeeper,4,194,44,238,Fixed typescript typing issues.
rpgkeeper,4,141,82,223,more work on the client app.
rpgkeeper,4,719,519,1238,Started conversion on vue files. Going much better than previously.
rpgkeeper,4,341,291,632,finished .js to .ts conversion
rpgkeeper,4,308,304,612,more client conversion.
rpgkeeper,4,222,222,444,Cleaned up end comments from client code.
rpgkeeper,4,344,370,714,Cleaned up end comments from server code.
rpgkeeper,4,423,398,821,fixed prod build (again) and started ts conversion.
rpgkeeper,4,141,83,224,cleaned up more warnings and 'fixed' shortID...
rpgkeeper,4,21,0,21,Made the server launch the vite dev server.
rpgkeeper,4,8,5,13,rearranged project. moar.
rpgkeeper,4,50,46,96,rearranged project.
rpgkeeper,4,174,186,360,cleaned up more issues with dev server.
rpgkeeper,4,384,3999,4383,more dep upgrading.
zeek-cryptomining,8,10,3,13,"Fix baseline for Zeek 4.0.0+ output

The change is related to https://github.com/zeek/zeek/pull/1160.  HTTP
DPD signatures no longer require matching both sides of a connection, so
the `json-rpc-request-http` signature which relies on
`http-request-body` is allowed to trigger on some connections where it
previously did not.  Ultimately, the test case shows that the
scripts/signature still catch the same miner and the same pool-servers,
but on earlier connections than before, which generally may still be ok
(but could mean more false positive detections of pool servers)."
zeek-cryptomining,8,8,44,52,"Merge branch 'fix-zeek-3.1-deprecations' of https://github.com/bluvectorcyber/zeek-cryptomining

- Also updated some deprecated env. vars. in btest.cfg during merge

* 'fix-zeek-3.1-deprecations' of https://github.com/bluvectorcyber/zeek-cryptomining:
  We're committed to zeek, so remove get-bro-env
  Update testing/tests/*.zeek to run zeek, not bro
  Switch to get-zeek-env in testing/btest.cfg
  Rename bro-pkg.meta to zkg.meta and add depends for zkg >= 2.0.7
  Rename .bro scripts to .zeek"
zeek-cryptomining,8,0,36,36,"We're committed to zeek, so remove get-bro-env"
zeek-cryptomining,8,2,2,4,"Update testing/tests/*.zeek to run zeek, not bro"
zeek-cryptomining,8,3,3,6,Switch to get-zeek-env in testing/btest.cfg
zeek-cryptomining,8,1,1,2,Rename bro-pkg.meta to zkg.meta and add depends for zkg >= 2.0.7
zeek-cryptomining,8,0,0,0,Rename .bro scripts to .zeek
zeek-cryptomining,8,2,2,4,Simplify README
zeek-cryptomining,8,155,0,155,Add tests
zeek-cryptomining,8,22,20,42,Rename package to zeek-cryptomining
zeek-cryptomining,8,45,34,79,"Separate MinerGate method into their own set/protocol.

Also change 'extract_json_rpc_request_method' into
'extract_json_rpc_request_methods' which may return a set of method
names of a single one."
zeek-cryptomining,8,5,0,5,Add more methods associated with mining via MinerGate
zeek-cryptomining,8,9,0,9,"Add 'other_methods' set for unknown mining protocol methods

For now it contains just 'getjob', which I wasn't able to find
an associated protocol for after briefly searching."
zeek-cryptomining,8,1,1,2,Fix typo
zeek-cryptomining,8,5,1,6,Update install directions
zeek-cryptomining,8,1,1,2,Fix indexing of split_string() result
zeek-cryptomining,8,2,2,4,Update a deprecated split() call
zeek-cryptomining,8,5,0,5,Turn the repo into a bro package.
zeek-cryptomining,8,41,0,41,Add license.
zeek-cryptomining,8,4,1,5,Add note that Bitcoin P2P isn't detected yet.
zeek-cryptomining,8,5,4,9,Tweak notice messages wrt mining protocol.
zeek-cryptomining,8,3,3,6,"Tweak JSON-RPC request signature.

Make sure method value is included because that's what signature_match
event examines."
zeek-cryptomining,8,1,1,2,"Match getwork on pattern instead of string equality

Just because I don't really trust the json-rpc method value
regex extraction code that much..."
zeek-cryptomining,8,10,8,18,Doc clarification: detects more than just bitcoin.
zeek-cryptomining,8,13,1,14,Add error handling for JSON-RPC method extract failure
zeek-cryptomining,8,0,0,0,rename readme
zeek-cryptomining,8,225,4,229,Add scripts/signatures.
zeek-cryptomining,8,4,0,4,Initial commit
vector-entailment,24,6,1,7,URL in readme
vector-entailment,24,0,891,891,arXiv prep
vector-entailment,24,25,26,51,Camera ready for CoCo.
vector-entailment,24,4,0,4,"Partial new results, patching up bad runs."
vector-entailment,24,151,357356,357507,Long-delayed sync.
vector-entailment,24,68,61,129,LSTM paper prose refinement.
vector-entailment,24,4,5,9,Reframing the results.
vector-entailment,24,49,20,69,Revise LSTM v. Tree paper.
vector-entailment,24,3163,797,3960,Paper work
vector-entailment,24,3,4,7,Citation error.
vector-entailment,24,3,2443,2446,"More results updating, new arxiv package."
vector-entailment,24,16,11,27,Prepping LSTM paper.
vector-entailment,24,3,4,7,Hedging on EOP.
vector-entailment,24,1,2,3,Minor tweak to wording
vector-entailment,24,31,30,61,"Merge branch 'master' of github.com:sleepinyourhat/vector-entailment

Conflicts:
	writing/SNLI paper/entailment_eval.tex"
vector-entailment,24,22,12,34,Add in EOP results
vector-entailment,24,9,9,18,Rest of Chris edits.
vector-entailment,24,2,2,4,Spellcheck
vector-entailment,24,22,23,45,Make some of my changes.
vector-entailment,24,1,1,2,VG citation.
vector-entailment,24,5,7,12,One last bib change.
vector-entailment,24,28,3,31,Other cleanup.
vector-entailment,24,41,45,86,Some of CM's comments
vector-entailment,24,8,7,15,Train numbers on SICK
vector-entailment,24,3,3,6,Fix bolding
vector-entailment,24,9,5,14,SICK and RTE results
vector-entailment,24,12,8,20,Merge branch 'master' of github.com:sleepinyourhat/vector-entailment
vector-entailment,24,3,2,5,better EOP model
vector-entailment,24,2,3,5,New learning curve.
vector-entailment,24,10,5,15,Hedging tweak; VG citation space; clarification.
sourcemod-force-domination-quotes,0,33,0,33,Updated copyright date
sourcemod-force-domination-quotes,0,15,1,16,Added enable cvar.  Also fixed it not returning after displaying command usage directions.
sourcemod-force-domination-quotes,0,7,65,72,Updated to use ReturnTargetError instead of homegrown error method.
sourcemod-force-domination-quotes,0,2,2,4,"Renamed main .sp file, updated version number and url"
sourcemod-force-domination-quotes,0,66,66,132,"Changed plugin name, cvars, and translation phrases"
sourcemod-force-domination-quotes,0,4,4,8,Fixed cvar names
sourcemod-force-domination-quotes,0,57,12,69,Added translation support
sourcemod-force-domination-quotes,0,23,19,42,"Renamed file, updated plugin name and tags.  Also updated usage instructions if args missing"
sourcemod-force-domination-quotes,0,41,10,51,"Fixed targets.  Also, there are cvars as to whether you can force disguised or cloaked Spies to say their lines."
sourcemod-force-domination-quotes,0,217,0,217,Initial version
sourcemod-force-domination-quotes,0,4,0,4,Initial commit
XpressoSmoothie,6,1838,1471,3309,Added pullups for the gate mosfets per Noobman's suggestion.
XpressoSmoothie,6,20,20,40,Update config to match new pin assignments.
XpressoSmoothie,6,0,5,5,Remove archive folders -- git handles old revisions properly
XpressoSmoothie,6,1,0,1,Mention bobc's libraries.
XpressoSmoothie,6,9,183,192,Remove all references to mbed compatibility.
XpressoSmoothie,6,2222,2207,4429,"Clean up silkscreen, fix a few whoopsies."
XpressoSmoothie,6,1743,4,1747,"Add fill for top layer, move giant OSHW logo to center."
XpressoSmoothie,6,759,726,1485,Layout seems complete.
XpressoSmoothie,6,1404,1572,2976,Remove LED for vin_rmot.
XpressoSmoothie,6,34,21,55,Routing nearly done (for now).
XpressoSmoothie,6,2922,2751,5673,"Bunch of routing. A few pin reassignments, make sure to adjust example config file."
XpressoSmoothie,6,3553,5122,8675,Get things sorta arranged.
XpressoSmoothie,6,13511,9777,23288,"Replace polyfuses with auto blade fuses, imitating RAMPS-FD"
XpressoSmoothie,6,3458,3364,6822,Start messing around with layout.
XpressoSmoothie,6,10,17,27,Get components correct.
XpressoSmoothie,6,520,570,1090,Whoopsie
XpressoSmoothie,6,413,377,790,Added note about leds.
XpressoSmoothie,6,653,654,1307,"Remove mbed jumpers, add expansion ports, add LEDs 1 - 4"
XpressoSmoothie,6,2407,1360,3767,Reassigned pins based on http://smoothieware.org/lpc1769-pin-usage.
XpressoSmoothie,6,8,3,11,Updated README with jumper info.
XpressoSmoothie,6,0,0,0,Updated BOM to include new changes.
XpressoSmoothie,6,314,315,629,"Realized it makes more sense to tie XYZ enables together for mbed instead of XYA. An mbed user would be able to do filament changes by jogging the head to a new position, disabling A, changing filament, and re-enabling and jogging back. With XYA tied together they would lose XY position when changing filament."
XpressoSmoothie,6,21,22,43,update config.mbed.
XpressoSmoothie,6,19,20,39,Update config.xpresso.
XpressoSmoothie,6,2088,2068,4156,Updated schematic so that pins hard-coded to a specific purpose have a label beginning with * as recommended in #20.
XpressoSmoothie,6,27,15,42,Few more silkscreen changes. Closes #20.
XpressoSmoothie,6,6,6,12,Minor silkscreen changes.
XpressoSmoothie,6,4,2,6,Updated README and noted that configs are currently incorrect.
XpressoSmoothie,6,47,19,66,"Added notes on silkscreen for jumpers. After one or two additional checks, I'll officially call it revision 1."
XpressoSmoothie,6,2037,1849,3886,Finished routing new pin assignments and jumpers and stuff.
Pure-Data,5,183833,115988,299821,Changed j/ to jf/
Pure-Data,5,798,4097,4895,"Renamed abstractions from j/ to jf/


Created jf/data abstractions

These abstractions make it easier to use data structures as arrays of rich
information."
Pure-Data,5,101646,100518,202164,"Created j/hardware/easyKeys

A tool to modify the output of a MIDI keyboard so that the white keys can
be mapped to any Major or Minor key using the black keys as the controls.
The F# black key can be used to output diatonic triad chords instead of
just single notes.

Created j/convert/numbers2symbols

A list of symbols to the right inlet can be called by an index at the left
input. This takes an optional argument of a canvas name to send the symbol
as the canvas's label for GUI purposes."
Pure-Data,5,13,0,13,README.txt added
Pure-Data,5,0,0,0,Renamed files re-tracked
Pure-Data,5,0,3599,3599,Deleted more old files
Pure-Data,5,0,643,643,Deleted old files
Pure-Data,5,105223,97509,202732,"j/count abs and Particles.pd

Generalised j/count/fromTo to replace older 1to and from1To. Also added
j/count/fromToTimed which has delay time between counting incorporated.

Particles.pd is the beginning of Pd->Reaper MIDI patches. Creates clouds
of random particles and sends them to Reaper via MIDI Yoke loopback ports
snapped to notes in chords."
Pure-Data,5,39160,50,39210,-
Pure-Data,5,111816,0,111816,Initial commit
UniMapper,0,0,69,69,Remove ignored files.
UniMapper,0,26,17,43,Fix compile errors.
UniMapper,0,7,7,14,Use JDK 1.6 instead of 1.7.
UniMapper,0,95,15,110,Merge branch 'master' of github.com:UnicoenProject/UniMapper
UniMapper,0,88,17,105,Fix project setting.
UniMapper,0,95,15,110,"Merge pull request #1 from UnicoenProject/uni-tree

Implement AST"
UniMapper,0,66,28,94,Implemet AST in Java using Antlr4
UniMapper,0,28,0,28,Add a basic test
UniMapper,0,29,15,44,Generate XML from AST
UniMapper,0,0,9,9,Remove files.
UniMapper,0,869,4,873,Add sample parser.
UniMapper,0,137,1,138,Maven and Eclipse project files.
UniMapper,0,129,0,129,Add pom file for Maven.
UniMapper,0,377,0,377,Add the sample expression
UniMapper,0,0,1,1,Update README.md
UniMapper,0,1,0,1,Update README.md
UniMapper,0,8,0,8,Initial commit
Apex-Util,4,2,0,2,Update README.md
Apex-Util,4,7,3,10,Update readme to denote historical nature
Apex-Util,4,0,4,4,Update LICENSE
Apex-Util,4,0,2,2,"Update README

Tests made generic a while ago, forgot to update readme."
Apex-Util,4,53,6,59,Moar tests
Apex-Util,4,2,3,5,Renamed test class to fit new style
Apex-Util,4,39,4,43,"Tests, new method to flush internal cache

New method useful for heap-constrained environments."
Apex-Util,4,1,0,1,"Gitignore

Stop git from marking my sublime-workspace file as unadded."
Apex-Util,4,110,10,120,"First working rev of SObjectDescribe

Includes start of a test class."
Apex-Util,4,50,0,50,"Initial stub of OrganizationDescribe

and stub of SObjectDescribe method signitures to allow compilation. Not
yet functional."
Apex-Util,4,1,1,2,"Update LICENSE

Boring year update"
Apex-Util,4,12,0,12,"Package file

For those who want to deploy with ant from a git checkout."
Apex-Util,4,27,21,48,"Decouple from old managed pkg.

Oh and tests actually pass now too."
Apex-Util,4,58,0,58,"New custom object for tests

Don't want to assert against standard Sobject types having record types
enabled. Better to include a dummy ""in development"" one to be minimally
obtrusive."
Apex-Util,4,2,2,4,It's been far too long
Apex-Util,4,21,24,45,"Removed package specific cruft

prevented clean deployment without removing annotations"
Apex-Util,4,3,0,3,Bare gitignore
Apex-Util,4,17,0,17,Added readme and license
Apex-Util,4,83,0,83,Imported test class from Bluehawk Networks INSITE.
Apex-Util,4,123,0,123,Added RecordTypeDescribe class.
JudyDicts.jl,3,10,36,46,deprecate package
JudyDicts.jl,3,29,29,58,removed deprecations
JudyDicts.jl,3,97,49,146,added delete!
JudyDicts.jl,3,1,0,1,corrected travis yml
JudyDicts.jl,3,1,1,2,corrected travis yml
JudyDicts.jl,3,22,0,22,added travis
JudyDicts.jl,3,30,30,60,removed deprecated function usage
JudyDicts.jl,3,97,86,183,updated for speed improvements
JudyDicts.jl,3,18,34,52,minor changes
JudyDicts.jl,3,105,147,252,optimizations
JudyDicts.jl,3,2,2,4,length is int instead of uint
JudyDicts.jl,3,157,156,313,renamed to JudyDicts
JudyDicts.jl,3,35,24,59,updated README
JudyDicts.jl,3,193,18,211,"added Judy{String,Any} type"
JudyDicts.jl,3,353,209,562,"added Judy{Int, Any} type"
JudyDicts.jl,3,234,310,544,using parametric types
JudyDicts.jl,3,54,13,67,tests updated
JudyDicts.jl,3,73,20,93,optimized. time test added to compare with dict.
JudyDicts.jl,3,96,16,112,"start, done and next for iterators added"
JudyDicts.jl,3,57,51,108,added show
JudyDicts.jl,3,696,0,696,first version
JudyDicts.jl,3,0,0,0,Scaffold for Julia package Judy
JudyDicts.jl,3,0,0,0,Initial empty commit
qtgraphicaleffects,30,28,19727,19755,"Remove qtgraphicaleffects sources and add note about its state in Qt 6

Add a README.md mentioning the documentation on where the ported
effects can be found, as well as how to check out the Qt5 branch.

Pick-to: 6.2
Fixes: QTBUG-95757
Change-Id: Ib47c7e73f8622c8e287df0f74c6f16a5113b357e
Reviewed-by: Tor Arne Vestbø <tor.arne.vestbo@qt.io>
Reviewed-by: Volker Hilsheimer <volker.hilsheimer@qt.io>"
qtgraphicaleffects,30,2,2,4,"Bump version

Change-Id: I131446d5b3cc3f3cb82e7f60fd5e69c21984eb01"
qtgraphicaleffects,30,2,2,4,"Fix links to images in documentation

Documentation was using the image transparentBorder.png two times, but
that image file did not exist. This patch changes to use the files
Glow-transparentBorder.png and DropShadow-transparentBorder.png, which
were probably intended.

Task-number: QTBUG-88533
Change-Id: I321146bf911b80340a501dcaa9d41d09abd715ba
Reviewed-by: Laszlo Agocs <laszlo.agocs@qt.io>"
qtgraphicaleffects,30,10,9,19,"CMake: Update project to use latest CMake API

Also make Quick an optional package.
Also update qtdeclarative dependency to latest integrated sha1 in
qt5.git

Change-Id: I851f825abc9484b5bda6cd60eca6ddb1b0d8e2b7
Reviewed-by: Qt CI Bot <qt_ci_bot@qt-project.org>
Reviewed-by: Joerg Bornemann <joerg.bornemann@qt.io>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Task-number: QTBUG-87683
Change-Id: Ie62f1d7d9717c678587377c3770e50c7926d5cb0
Reviewed-by: Mitch Curtis <mitch.curtis@qt.io>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I206d316860e41438bd304a490b515842c4ee6dce
Reviewed-by: Jani Heikkinen <jani.heikkinen@qt.io>"
qtgraphicaleffects,30,5,11,16,"Remove requirement for opengl

The effects have been ported to RHI and there is no more hard dependency
to opengl.

Change-Id: Ib3c3a5086f8f8f9823b447f407618a8b1e6c7be9
Reviewed-by: Laszlo Agocs <laszlo.agocs@qt.io>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I661efc192ffc99f3cbd9f25d790213484e4e1319
Reviewed-by: Laszlo Agocs <laszlo.agocs@qt.io>"
qtgraphicaleffects,30,19,1,20,"Fix effects for dynamic source item updates

d53af701d166dac56c910319db9eac4b9aa4538d aimed to fix graphical
effects when the image source was cleared programmatically after
the shader effect had been initialized.

The fix made the assumption that the source size of the proxy
had been bound to the size of the input, but this turned out
to be wrong for many of the effects.

Further investigation revealed that the graphical effects were
never written to support source items with properties that
change. For instance, if you initialize the source image with
fill mode == Stretch, it would pick the direct throughput
mode and this would stick, even if you change the fill mode
later on, causing rendering errors.

Similarly, if you dynamically add children to a childless
source item at runtime, the effect would not be applied to
these items since the proxy render mode is required for that.

d53af701d166dac56c910319db9eac4b9aa4538d was only added to
5.15 because that is where the regression is visible, but
it turns out that this is a general problem in effects which
is also visible in Qt 6, both as rendering errors and also
as unpredictable performance implications, where the order
of operations can decide which mode of throughput you would
end up with.

The fix is to redo the polish whenever someone changes any
of the properties that might affect the choice of code path.

Task-number: QTBUG-84686
Pick-to: 5.15
Change-Id: I4af494a7a7fabe496e2d3442084cb823ec177b04
Reviewed-by: Laszlo Agocs <laszlo.agocs@qt.io>"
qtgraphicaleffects,30,25,0,25,"Add changes file for Qt 5.15.1

+ 83e9a15a523e86718f99d47d5b3b516ab95d5ae2 Fix gaussian blur with non-integer device pixel ratio
+ c1d206d0c30925c2bee248e2c5a33b22abf72a94 Bump version

Change-Id: I64c164b4ccf7e4db056d03486511c26c1b095b2b
Reviewed-by: Jani Heikkinen <jani.heikkinen@qt.io>
(cherry picked from commit c343d7746b0331af722d69f3b5b47840f57a4cca)
Reviewed-by: Qt Cherry-pick Bot <cherrypick_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I0dcb0ba02a04bd4b0529e2d91f4ea35dabf218b9
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Ia096866ddb034ca1b6b60036a0f72f4d4b04eeb6
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I3c1750ed4ca4771f0aa026d4873897b401159985
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I186324110958c5e64d0b7cd8ba41f98163bc84ce
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Ia528d145cdc69601cb8c2aaf75aa334ba3dd11c3
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I18214ab63dfc119caea589e66d04b5de3f9d1048
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I392d781d3a18692ddc1b0df83ac1681e83022b98
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I1cc899b948e230d8a4b14a7420687dc3ad54b3dc
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"CMake: Enable enforcing CI tests

Any failing tests in CMake configurations will now prevent
integrations to go through in this repository.

Task-number: QTBUG-84886
Change-Id: I83cf2f3fc93cfc0f0f732963932d44e349c1e42a
Reviewed-by: Qt CI Bot <qt_ci_bot@qt-project.org>
Reviewed-by: Joerg Bornemann <joerg.bornemann@qt.io>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I2703def1a84aa99adb2a23b58b561a768125d2f8
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: If3a445104188779203f1bb2e665e989ff1d13e2e
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Icfc553ef365c270c2894b85839c0ba7d38f5a72b
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Ibe4aba2c7db942e595759be67ef8cdb4b54b79df
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I408712640001ea0feae63f94bcea301c6630bf33
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I871bc9a0e142d65103a674b8977227bae08a80fb
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Ib23f89615fbf30365b76189ce039e57d8d27e89a
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,10,645,655,"Update docs to match what we ported to rhi

Change-Id: Ic3a59aca725b149454f6b3f8eb16c25b528fd309
Reviewed-by: Andy Nichols <andy.nichols@qt.io>"
qtgraphicaleffects,30,1624,2211,3835,"License the Qt Graphical Effects module under BSD

Change license headers in source files, update copyright year for Qt
Company entries, remove GPL and LGPL license files, add a 3-clause BSD
license file.

Tests and tools continue to be licensed under GPL with Exceptions.

Fixes: QTBUG-85256
Change-Id: I7a772c7746a00dd6aa3e6401a048a9229c291f6f
Reviewed-by: Laszlo Agocs <laszlo.agocs@qt.io>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: I8c444e1f0d64f56486fc873d9f6fdd21bcce7202
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtgraphicaleffects,30,1,1,2,"Update dependencies on 'dev' in qt/qtgraphicaleffects

Change-Id: Ide8cf840e97323901e38e54d1a095aae1d58ba89
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
SongRedux,0,2,2,4,Update README.md
SongRedux,0,4312,0,4312,"sup.

Actual intital (code) commit."
SongRedux,0,22,0,22,Initial commit
accounts-receivables,0,13,0,13,"add linkage notes from dependent accounts-contacts"""
accounts-receivables,0,6,2,8,remove sequence dependency with accounts-ledger
accounts-receivables,0,2,2,4,added parameter and dependence on q-control
accounts-receivables,0,7,8,15,revised versioning to use commit count / 1000
accounts-receivables,0,2,1322,1324,trimming fossilized parts of db model
accounts-receivables,0,111,45,156,sql creates/drops without error.
accounts-receivables,0,1159,1153,2312,generalizing sql.. not done.
accounts-receivables,0,0,1,1,more model blending
accounts-receivables,0,2,0,2,more data model blending
accounts-receivables,0,58,39,97,more data model blending
accounts-receivables,0,1,1,2,more data model blending
accounts-receivables,0,7,5,12,revisions continue with data model blending
accounts-receivables,0,1539,0,1539,first commit
qtdoc,33,8,0,8,"Doc: Link ""Getting started"" and ""Build projects"" CMake pages

Add paragraphs that explain each page's purpose and link to the other.

Pick-to: 6.2 6.3
Change-Id: I44697ede0257bf8a57aacaa24b762dc354966a25
Reviewed-by: Alexandru Croitor <alexandru.croitor@qt.io>"
qtdoc,33,2,0,2,"Doc: Mention qt_add_library on the Getting started with CMake page

We only mentioned qt_add_executable so far.

Pick-to: 6.2 6.3
Change-Id: Icdf4a3b22ffc74ca157c0ad4e3330d673ca9adda
Reviewed-by: Alexandru Croitor <alexandru.croitor@qt.io>"
qtdoc,33,10,10,20,"Separate 'Qt Quick' and 'Qt Quick Controls' in topics-ui.html

Qt Quick is the technology as a whole (including QML etc). Let's only
reference Qt Quick Controls when we're actually talking about the
controls.

Also linkify QML, while at it.

Pick-to: 6.2 6.3
Change-Id: Ib4370474c47b0008fe6ede61f691d3ab183b49fb
Reviewed-by: Tor Arne Vestbø <tor.arne.vestbo@qt.io>"
qtdoc,33,3,3,6,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: I631741c094923174b720490fd6b1cff2345b1965
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,26,10,36,"Doc: Revise CMake section for building iOS apps

Mention the qt-cmake convenience script and change \code to \badcode.

Pick-to: 6.3
Change-Id: Ic691dfcde16414946d5ef801b0bb4514f6fa13ef
Reviewed-by: Alexandru Croitor <alexandru.croitor@qt.io>"
qtdoc,33,3,3,6,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: Iac1c4c843a122f3bb34c63d2ca0ff9bc512a4a6f
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,6,6,12,"Lower-case .html page names

The names seem to be forced to lower-case by qdoc, so having them
in mixed case form in the sources is just confusing.

Change-Id: Id4bc5ea261dce33af4d06168fbf31927ca093772
Reviewed-by: Venugopal Shivashankar <Venugopal.Shivashankar@qt.io>
Reviewed-by: Leena Miettinen <riitta-leena.miettinen@qt.io>"
qtdoc,33,2,2,4,"Correct the list of porting checks

One check is actually not needed

Change-Id: Ica096466b3ee3436eccfe91a4597c8ad68f42efd
Pick-to: 6.2
Pick-to: 6.3
Reviewed-by: Jörg Bornemann <joerg.bornemann@qt.io>"
qtdoc,33,49,15,64,"Doc: Add documentation for building Qt iOS apps with CMake

Add code snippets for how to build iOS applications with CMake from the
command line. For completeness, also add the qmake version.

Task-number: QTBUG-102304
Pick-to: 6.3
Change-Id: I10252ed427627b58383dfa5196e5d9d68fe79d5c
Reviewed-by: Kai Koehne <kai.koehne@qt.io>"
qtdoc,33,1,1,2,"Update dependencies on 'dev' in qt/qtdoc

Change-Id: I64476f8066f659c43c10a2ee830ae3e1ff24ac2e
Reviewed-by: Qt Submodule Update Bot <qt_submodule_update_bot@qt-project.org>"
qtdoc,33,186,302,488,"Clean up and refactor Android documentation

Removed lots of duplicated information, consolidated the prerequisites
in one place, and updated old requirements.

Change-Id: I8db4049d2b2644cbf0b9b22f361f7f6c9684a363
Reviewed-by: Assam Boudjelthia <assam.boudjelthia@qt.io>"
qtdoc,33,126,127,253,"Fix indentation of Android documentation

Change-Id: I302cff2a2f9b09485d66b23ee837bcf184a472cc
Reviewed-by: Assam Boudjelthia <assam.boudjelthia@qt.io>"
